"","Code","company","details","date","close","x52_high","x52_low","x200_ma","x52_chg_pct","avg_vol","pe_ratio_ttm","market_cap_millions","price_book_mrq","enterprise_value_ebitda","total_cash_per_share_mrq","total_debt_equity_mrq","book_value_per_share_mrq","enterprise_value_millions","float_millions","levered_free_cash_flow_ttm_millions","shares_outstanding_millions","percent_held_by_insiders_percent","trailing_annual_dividend_yield_percent","profit_margin_percent","operating_margin_ttm_percent","quarterly_revenue_growth_yoy_percent","return_on_equity_ttm_percent"
"511","RHI.AX","Red Hill Iron","Red Hill Iron Limited is an Australia-based mineral exploration company. The Company's principal activities are exploration for iron ore, gold and base metals. The Company is focused on the development of its channel iron deposits (CID) and rock quarrying opportunities in the Western Pilbara region of Western Australia. The Company holds interests in West Pilbara Iron Ore Project (WPIOP) and Pannawonica channel iron project. WPIOP has proven and probable reserves of approximately 445 million tons. The Company has carried out studies for a quarrying concept based on porphyry rock outcrops at the Three Peaks site nearby to the Pannawonica Project. The Company holds the right to various minerals except iron ore on the Red Hill Iron Ore Joint Venture (RHIOJV) tenements, and has secured a mining lease over suitable rock outcrops at the Three Peak locality.",2021-02-12,0.38,0.45,0.12,0.23,0,3265,0,26.94,2.6,0,0.01,0,0.17,26.54,7.79,-0.28,59.88,85.34,0,0,-11821.69,2556,-5.12
"512","RDM.AX","Red Metal","Red Metal Limited is a Canada-based mineral exploration company, which is engaged in the acquisition and exploration of mineral prospects in Australia. The Company's McArthur Basin includes Urapunga and Mallapunyah Projects. Its Mount Isa Inlier includes Maronan Silver-Lead Project, Osborne Projects, Boulia Projects, South Cannington Projects, NextIsa Project and Walford Creek East Project. Its Gawler Craton includes Pernatty Lagoon Joint Venture and Ooldea-Barton Zircon Heavy Mineral Project. The Curnamona Province includes Frome Joint Venture Project; Tennant Creek Inlier terrain includes Tennant Creek Copper-Gold Projects and New World Copper-Nickel Project, and Eastern Arunta Terrain includes Irindina Project. It also operates Colorado Potash Project, which the Company has applied for over 20 potash prospecting permits covering a total area of approximately 170 square kilometers. Its Osborne Projects include Lily Creek and Sandy Creek.",2021-02-12,0.12,0.17,0.04,0.12,0,569499,120,29.47,15,89.04,0.01,13.78,0.01,23.3,129.18,0,245.59,28.47,0,6.43,6.43,262.9,18.29
"513","RMX.AX","Red Mountain Mining","Red Mountain Mining Ltd is an Australia-based company focused on base metals, new energy metals and gold exploration. The Company’s projects include Mukabe-Kasari Cobalt-Copper Project, Batangas Gold Project and Mt Maitland Gold Project. The Mukabe-Kasari Cobalt-Copper Project is considered prospective for copper-cobalt and is located in the copper-cobalt producing region of Kolwesi, Democratic Republic of the Congo (DRC). It owns 1% net smelter return (NSR) production royalty on the Philippines based Batangas Gold project. Located in the prolific Murchison Goldfields, the Mt Maitland Gold Project comprises approximately 62 square kilometer (km) parcel of tenure. It contains two, distinct north-south mineralised shear zones over a length of approximately 19 km within an Archean greenstone belt. The Company also owns the Mt Mansbridge heavy rare earths and nickel-cobalt project. The Mt Mansbridge project is located in the Kimberly region of Western Australia.",2021-02-12,0.01,0.02,0,0.01,0,12449751,0,13.13,7,-8.85,0,18,0,12.66,788.82,-0.54,1180,24.39,0,0,-4178.38,-44.2,-78.86
"514","RVR.AX","Red River Resources","Red River Resources Ltd is an Australia-based company that is focused on base and precious metals exploration. The Company’s operations include Thalanga and Hillgrove Project. Thalanga operations produces zinc, copper and lead concentrates. Its West 45 deposit in Thalanga consists of five semi-massive to massive sulphide lenses rich in zinc and lead. Its Thalanga Far West (Far West) mineral resource is is located approximately 500 meters (m) from the Thalanga Mill and one kilometer (km) from the West 45 Mine. Far West is classified as volcanogenic-massive-sulphide (VHMS) style of mineralization. Its Liontown Project is located approximately 40km southwest of Charters Towers in North Queensland. The Hillgrove Project is located approximately 30km from Armidale in New South Wales.",2021-02-12,0.23,0.33,0.04,0.2,0,2067252,0,129.06,2.4,-34.24,0.02,13.93,0.1,118.16,422.96,-17.52,517.77,23.14,0,-10.84,-20.55,-51.2,-12.44
"515","RCP.AX","Redbank Copper","Redbank Copper Limited is an Australia-based mining company. The Company is engaged in the development of the Redbank copper project. The Company's segments include Care and Maintenance, Exploration and Corporate. The Redbank copper project is located in the northeastern area of Northern Territory in Australia, approximately 30 kilometers from the Queensland border and 70 kilometers south of the Gulf of Carpentaria. The Company holds approximately 1,280 square kilometers of granted tenure within South McArther River Basin in the northern territory, which is prospective for copper and other base metal mineralization. The Company has a ground position of approximately 5,167 square kilometers of tenements within the McArthur Basin region. The region hosts copper mineralization and is prospective for copper, cobalt, phosphate, manganese and uranium.",2021-02-12,0.09,0.09,0.02,0.06,0,513895,0,36.91,0,-129.61,0,0,0,35.66,239.15,-1.44,410.12,54.27,0,-126.17,-77.64,18040300,0
"516","RDS.AX","Redstone Resources","Redstone Resources Limited is an Australia-based mineral exploration company. The Company is principally engaged in the mineral exploration in Australia. The Company's geographical segments include Australia and South America. Its projects include West Musgrave, Tollu Project and Blackstone Range. The West Musgrave Project is located in the southeast portion of the West Musgrave region of Western Australia. The West Musgrave Project hosts hydrothermal copper veins in a mineralized system covering an area of approximately five square kilometers. The Tollu Project is located in the southeastern portion of the West Musgrave Region. The Tollu Project hosts hydrothermal copper veins in a mineralized system covering an area of approximately six square kilometers. The Blackstone Range Project covers an area of approximately 340 square kilometers and is located approximately 25 kilometers east of the BHP-Billiton Babel and Nebo Nickel-Copper-Platinum Group Elements (Ni-Cu-PGE) discoveries.",2021-02-12,0.01,0.06,0,0.02,0,488239,0,6.88,0.93,-41.83,0,0,0.01,6.9,272.45,-0.48,529.42,51.22,0,-92.73,-93.6,103,-2.42
"517","RLC.AX","Reedy Lagoon Corporation","Reedy Lagoon Corporation Limited is engaged in the exploration for minerals in Australia. The Company focuses on mineralization styles, including Uranium (Edward Creek project) and Gold (Cassilis project). The Edward Creek Project area is located on the interpreted north-eastern boundary of the Gawler Craton. The western parts of the Edward Creek Project area are on the Gawler Craton. The Edward Creek Project located in south Australia comprises EL 5580 (343 square kilometers). The Cassilis gold project is located near Omeo in Eastern Victoria. The Cassilis Mining has an exploration license (EL 5504), an exploration license application (ELA 5427) and a retention license application (RLA 2005). Bullamine Magnetite Pty Ltd is the subsidiary of the Company.",2021-02-12,0.03,0.05,0,0.01,0,3819568,0,11.74,0,0,0,0,0,11.52,209.52,-0.23,469.73,59.21,0,0,-299899.22,0,-140.91
"518","RRL.AX","Regis Resources","Regis Resources Ltd is an Australia-based gold production and exploration company. The Company id focused on developing mid-sized gold operations within Australia and Africa. It operates through two reportable segments which comprise the Duketon Gold Project; being Duketon North Operations (DNO), comprising Moolart Well, Gloster, Anchor and Dogbolter, and Duketon South Operations (DSO), incorporating Garden Well, Rosemont, Erlistoun and Tooheys Well. Its Duketon Gold Project is located approximately 130 kilometers (km) north of Laverton in Western Australia. Its Garden Well project is an open pit operation with a standalone mill. Garden Well is located approximately 30 km from the Moolart Well Gold Mine. Rosemont gold project is located approximately nine km north-west of the Garden Well Gold Mine. Its McPhillamys Gold Project is located approximately 35 kilometres south east of the town of Orange.",2021-02-12,3.47,6.18,2.9,4.62,0,3132865,8.88,1782,2.12,4.06,0.38,4.54,1.64,1620,502.93,42.82,512.03,0.73,4.57,26.37,38.25,14.1,25.72
"519","RNX.AX","Renegade Exploration Limited","Renegade Exploration Ltd is an Australia-based minerals exploration and development company. The Company’s project is the Yandal East Gold Project. The Project is located approximately 70 kilometer (km) northeast of Wiluna and 25 km east of the Jundee operation. The Project lies in the Millrose Domain on the northern section of the Yandal Greenstone Belt. The Project consists of five tenements covering approximately 327 square km.",2021-02-12,0.01,0.01,0,0.01,0,9191291,0,6.9,2.67,-15.87,0,0,0,4.87,415.35,0.1,862.63,41.71,0,0,-3541.81,-67,-43.48
"520","RSG.AX","Resolute Mining","Resolute Mining Ltd is an Australia-based gold miner. The Company is engaged in exploring, developing and operating gold mines in Australia and Africa. It operates through two segments: Syama and Bibiani. Its Syama Complex, located in the south of Mali, West Africa approximately 30km from the Cote d’Ivoire border and approximately 300km southeast of the capital Bamako, comprises the Syama Underground Mine and the Tabakoroni Open Pit Mine. The Mako Gold Mine is located in eastern Senegal, West Africa. The Company’s Bibiani Gold Mine is situated in the western region of Ghana in West Africa. Its subsidiaries include Resolute (Finkolo) Pty Ltd, Petowal Mining Company SA, Carpentaria Gold Pty Ltd and Mensin Gold Bibiani Limited.",2021-02-12,0.69,1.5,0.6,0.94,0,6951675,0,778.24,0.98,9.27,0.08,42.66,0.72,1020,1030,-33.71,1100,11.59,2.92,-10.56,-7.98,49.8,-17.29
"521","RML.AX","Resolution Minerals Ltd","Resolution Minerals Ltd, formerly Northern Cobalt Ltd, is an Australia-based resource company. The Company is engaged in acquisition, exploration and development of battery and strategic metals such as cobalt, lithium and rare-earth elements (REE). The Company’s projects are Wollogorang Project and Snettisham Project. The Company’s Wollogorang cobalt project is prospective for surface sedimentary hosted cobalt and copper resources and covers an area of over 1400 kilometer square in the north-east of the Northern territory. The Company’s Wollogorang cobalt project, which includes the Stanton cobalt deposit, located in the north-eastern corner of the Northern territory. The Snettisham Vanadium Project is located about 50km south of the city of Juneau in Southern Alaska. The project is prospective for vanadium bearing magnetite mineralization.",2021-02-12,0.03,0.16,0.03,0.05,0,1276437,0,9.65,0.56,-9.78,0.01,0,0.06,7.06,227.31,-3.36,292.47,18.29,0,0,-2401.03,0,-12.96
"522","RMI.AX","Resource Mining Corporation","Resource Mining Corporation Limited is an Australia-based mineral exploration company. The Company is engaged in mineral exploration in Papua New Guinea. It is engaged in the development of the Wowo Gap Nickel Laterite Project in southeast Papua New Guinea. The Wowo Gap Nickel Laterite Project is located approximately 200 kilometers (km) east of the Papua New Guinea capital Port Moresby and approximately 30 km from the town of Wanigela situated on Collingwood Bay. The Project hosts nickel-cobalt mineralization within the laterite profile overlying an ultramafic plateau. The Company's subsidiary, Niugini Nickel Limited, is the owner of exploration license 1165, which covers an area of over 90 square kilometers (km2). The exploration license consists of over 28 sub blocks with an area of over 94.40 km2. In addition to EL1165, it also owns an adjacent tenement, EL1980. Its projects also include KNP project, which is located approximately 35km from the western shore of Lake Tanganyika.",2021-02-12,0.02,0.04,0,0.01,0,102631,0,5.33,0,-25.47,0,0,-0.02,10.43,67.04,-0.08,296.27,77.37,0,0,-411374.76,-97.9,0
"523","REZ.AX","Resources & Energy Group","Resources & Energy Group Limited is engaged in the exploration and development of suitable mineral deposits, including gold and silver. The Company's segments include Geothermal, Gold and Other. The Company has mining sites in Western Australian and Queensland. The Company has two mines in either an exploration or development phase. The Mount Mackenzie site in Queensland is undergoing further drilling investigation. The Radio Gold site located in Western Australian gold fields around Kalgoorlie is being prepared for gold production. The Mount Mackenzie mine site is located approximately 150 kilometers north west of Rockhampton, Queensland. The Company owns two parcels of land within the mining leases for the Mount Mackenzie site. The Radio Gold mine site is located approximately eight kilometers north west of Bullfinch, Western Australia. The Company has been granted mining leases covering an area of approximately 9.8 square kilometers around the original mine site.",2021-02-12,0.04,0.12,0.01,0.04,0,4662574,0,19.86,3.29,-11.55,0,1.56,0.01,16.45,194.27,-3.7,431.68,51.53,0,0,0,0,-19.44
"524","RWD.AX","Reward Minerals","Reward Minerals Limited is an Australia-based company, which is engaged in mineral exploration. The Company operates through the Potash mineral exploration within Australia segment. The Company focuses on the exploration and development of Potash resources amenable to the production of Potassium Sulfate (SOP). The Company's primary focus is the advancement of its LD Potash Project. The LD Potash Project is located in the Little Sandy Desert, Western Australia, approximately 340 kilometers east of Newman and accessed through the Talawana Track. The Project consists of over 5,000 kilometers of granted exploration licenses. Its other Projects include the Karly Project and Lake Dora Project. Its Karly Project covers the Waukarlycarly Embayment and is located approximately 200 kilometers north west of LD Potash project. Its Lake Dora is located north of LD Potash project. The Company's tenements cover approximately 10,000 square kilometers.",2021-02-12,0.14,0.22,0.07,0.15,0,53177,0,28.2,0.58,-35.27,0.01,3.33,0.25,23.43,76.83,-1.11,194.45,53.87,0,0,67.41,-90.3,-2.32
"525","RXM.AX","Rex Minerals",NA,2021-02-12,0.2,0.26,0.03,0.17,0,1049553,0,71.48,3.06,-12.49,0.01,22.82,0.06,60.37,241.38,-2.72,376.24,24.7,0,0,0,0,-25.02
"526","RIE.AX","Riedel Resources","Riedel Resources Limited is an Australia-based mineral exploration company. The Company is focused on precious and base-metals minerals projects in regions of Western Australia. The Company's segments include Australia and Burkina Faso. The Company's assets include a portfolio of gold, copper and nickel projects, and land holdings in Western Australia. The Company has a mixture of advanced and early-stage prospects, including Marymia, which holds two exploration licenses (E52/2394 and E52/2395) covering an area of over 400 square kilometers in the Doolgunna-Thaduna region, and Bronzewing South, which consists of tenement, E36/623. The Company holds royalty interests in prospects, including West Yandal, which consists of tenement, M36/615, and Porphyry, which consists of tenement, M31/157.",2021-02-12,0.02,0.04,0.01,0.02,0,462412,0,19.36,4.6,-40.13,0,0,0,9.15,300.26,0.16,841.71,46.93,0,0,-1708.55,200,-46.04
"527","RIM.AX","Rimfire Pacific Mining NL","Rimfire Pacific Mining NL is engaged in the exploration and development of mineral deposits. The Company is focused on Fifield Platinum Project in and Sorpresa gold and silver Projects in New South Wales. Its Fifield Platinum Project comprises exploration licenses EL7959, EL5534, EL5565, EL6241, EL7058, and interest in EL5958, as well as Mining Leases M(C)L 305 and M(C)L 306. It has established multiple project areas of focus, including hard rock gold (Au), silver (Ag), copper (Cu) and platinum (Pt) within a six-kilometer (km) radius of the Sorpresa discovery covering a prospective 35-square kilometer area at Fifield. Its Sorpresa gold and silver Project is located immediately south of the Township of Fifield, New South Wales and resides within Lachlan-Cadia Lineament mineral corridor. Its Sorpresa deposit has been defined with over 320 drill holes for approximately 28,900 meters and is a mixture of oxide and primary mineralization.",2021-02-12,0.01,0.02,0,0.01,0,3566814,0,18.06,1.11,-17.89,0,0.14,0.01,15.48,1280,-1.02,1810,27.13,0,0,-1709.22,5838.4,-6.79
"528","RCR.AX","RCR Tomlinson",NA,2021-02-12,0.26,0.46,0.24,0.33,0,351654,0,13.35,28.89,0,0,0,0.01,16.22,43.99,-0.19,51.34,51.18,0,12.54,-80.42,0,4.73
"529","RIO.AX","Rio Tinto","Rio Tinto Limited (Rio Tinto) is a mining company. The Company is focused on finding, mining and processing of mineral resources. Its segments include Iron Ore, Aluminum, Copper & Diamonds, Energy & Minerals, and Other Operations. Its products include aluminum, copper, diamonds, gold, industrial minerals (borates, titanium dioxide and salt), iron ore and thermal and metallurgical coal. The Iron Ore product group's operations are located in the Pilbara region of Western Australia. The Company's business includes bauxite mines, alumina refineries and a range of aluminum smelters. The Copper & Diamonds product group has managed operations in Australia, Canada, Mongolia and the United States, and non-managed operations in Chile and Indonesia. The Energy & Minerals has operations across six sectors: borates, coal, iron ore concentrate and pellets, salt and titanium dioxide.",2021-02-12,117.35,127,72.77,104.37,0,1329187,27.92,199110,5.07,11.65,5.53,31.56,24.25,208270,1420,7490,1250,0.9,3.26,17.21,30.08,-6.6,17.04
"530","RGL.AX","Riversgold Limited","Riversgold Ltd is Australia-based early stage gold exploration company. The Company is engaged in exploring and developing various mineral explorations. The Company's projects include kurnalpi project, alaskan project, churchill dam project, cambodia gold project, and cambodian project. Its Alaskan project is located in the southern Kuskokwim Mountains approximately 520 kilometer west south west of Anchorage, covering an area of approximately 109.77 kilometer squares. Its Kurnalpi project is located in the Eastern Goldfields of Western Australia, covering an area of approximately 1,184 kilometer squares. Its Churchill Dam project is ocated in the Gawler Craton region of South Australia, covering an area of approximately 107 kilometer squares. Its Cambodian project is located close to the Okvau deposits.",2021-02-12,0.04,0.12,0.01,0.05,0,1523634,0,17.84,2.37,-9.5,0,0.6,0.02,15.48,204.23,-0.6,396.5,52.17,0,0,-5734.35,272.3,-31.82
"531","RMT.AX","RMA Energy","RMA Energy Limited is a mineral resources exploration company. The Company is engaged in evaluating and exploring its mining tenements. The Company's exploration permit minerals (EPMs) include EPM 15117, consisting of approximately 20 area blocks; EPM 15127, consisting of over four blocks; EPM 15128, consisting of approximately five blocks; EPM 15136, consisting of over 90 blocks; EPM 18330, consisting of approximately eight blocks, and EPM 18997, consisting of over 10 blocks. The Company's exploration permits for coal (EPCs) include EPC 1000, consisting of approximately 20 blocks; EPC 1946 consisting of over 40 blocks, and EPC 1942, consisting of approximately 20 blocks.",2021-02-12,0,0,0,0,0,0,0,2.1,0,0,0,0,0,3.1,274.88,-0.09,2100,87.05,0,0,0,0,0
"532","RMG.AX","RMG Limited","RMG Limited is a gold, copper and base metals exploration and development company with its projects located in Chile. The Company is engaged in mineral exploration for base metals. The Company has two segments: mineral exploration in Chile and the other in Queensland. The Company's Tuina Copper project consists of over 95 square kilometers of mining licenses in the Atacama Desert copper region of northern Chile. The Tunia project is located 55 kilometers south-east of chuquicamata in the mineralized district across Calama in the Atacama region of northern Chile. The five kilometers long La Teca gold-copper zone is in the south-west area of its Tuina Project. The Company has a range of copper (Cu) and zinc-lead (Zn-Pb) projects in Australia and Chile. The Company's subsidiaries include Sunlander Nominees Pty Ltd, San Saba Pty Ltd, Resource Mining Group Pty Ltd, Moonraker Minerals Pty Ltd, Minera RMG Chile Limitada and Minera Tuina SPA.",2021-02-12,0.01,0.01,0.01,0.01,0,0,0,4.22,0,-8.53,0,538.8,0,6.92,158.05,-0.58,838.16,77.34,0,0,-2521.31,0,-276.48
"533","RXL.AX","Rox Resources","Rox Resources Limited is a mineral exploration company. The Company has base and precious metals exploration projects in Australia, which include the Mt Fisher Gold Project, Fisher East Nickel Project, the Reward Zinc-Lead Project and the Bonya Copper Project. The Mt Fisher Gold Project and Fisher East Nickel Project are located approximately 500 kilometers north of Kalgoorile, Western Australia with tenement size of over 660 square kilometers inclusive of approximately 170 square kilometers option. The Reward Zinc-Lead Project is located approximately 700 kilometers southeast of Darwin, Northern Territory with tenement size of over 670 square kilometers. The Reward Zinc-Lead project has two areas of focus, the Teena deposit and the Myrtle deposit. The Bonya Copper Project is located approximately 350 kilometers east of Alice Springs, Northern Territory with tenement size of over 280 square kilometers. It explores the Bonya tenement for copper, lead, zinc and silver, among others.",2021-02-12,0.04,0.1,0.01,0.06,0,5461954,0,75.84,3.36,-9.14,0,0,0.01,69.15,1760,-5.14,2050,13.52,0,0,-2255.77,-54.3,-41.73
"534","RTG.AX","RTG Mining","RTG Mining Inc. is a mining and exploration company. The Company is focused on developing the high-grade copper/gold/magnetite Mabilo Project and advancing exploration on the prospective Bunawan Project, both in the Philippines, while also identifying new projects, which will allow the Company to move to production. It operates through mineral exploration and development segment. Its Mabilo Project is located in Camarines Norte Province, Eastern Luzon, Philippines. It consists of one granted Exploration Permit (EP-014-2013-V), of approximately 498 hectares and over two Exploration Permit Applications (EXPA-000188-V) of approximately 2,737 hectares and (EXPA 0000 209-V) of over 498 hectares. Its Nalesbitan Project comprises Mining Lease Contract MRD-459 of approximately 500 hectares and MPSA Application APSA-V-0002 of over 600 hectares. Its Bunawan Property is located in the east of Mindanao Island in Agusan del Sur Province, approximately 190 kilometers north-northeast of Davao.",2021-02-12,0.2,0.26,0.05,0.18,0,244993,0,100.64,19.55,-27.4,0,59.99,0.01,117.39,214.29,-2.68,550.78,21.87,0,0,16692.14,-98.6,-123.95
"535","RTR.AX","Rumble Resources","Rumble Resources Limited is a mineral exploration and development company. The Company is engaged in the acquisition, exploration and evaluation of base metal and precious projects. The Company operates various projects in western Australia, which includes Western Queen Gold Project, Munarra Gully Project, Earaheedy Project, Warroo Project and Braeside-Barramine Project. The Western Queen Gold project lies approximately 110 kilometers (km) north-west of Mount (Mt) Magnet within the Yalgoo Mineral field of Western Australia. The Project comprises of two mining leases M59/45 and M59/208 and two exploration tenements E20-0967 and E59-2443. The Earaheedy project is located approximately 110km north of Wiluna, Western Australia. The Braeside-Barramine Project, located in the east Pilbara region of Western Australia, comprises an area of approximately 1813 square kilometers covering over 60km of prospective strike for mineralization.",2021-02-12,0.12,0.2,0.04,0.15,0,0,0,0,4.14,0,0.01,0.24,0.03,56.39,341.54,-4.41,532.19,32.23,0,0,-212.91,0,-9.48
"536","S2R.AX","S2 Resources Ltd","S2 Resources Limited is engaged in mineral exploration. The Company operates through three segments: Scandinavian exploration activities, Australian exploration activities and Unallocated. The Scandinavian exploration activities segment includes exploration and evaluation of mineral tenements in Finland and Sweden. The Australian exploration activities segment includes exploration and evaluation of mineral tenements in Australia. The Company's projects include Polar Bear Project and Norcott Project. The Polar Bear project spans an area of approximately 150 square kilometers, located between Higginsville and Norseman. It has over 360 square kilometers of ground under application adjacent to the Polar Bear project. It holds an interest in over six exploration licenses, covering approximately 100 square kilometers of ground adjacent to the Polar Bear project (the Eundynie Joint Venture).",2021-02-12,0.17,0.32,0.07,0.21,0,871329,0,56.68,4.74,-6.25,0.03,2.82,0.04,39.71,166.63,-3.2,314.89,36.24,0,0,0,0,-58.85
"537","SBR.AX","Sabre Resources","Sabre Resources Limited is an Australia-based mineral exploration comapny. The Company is engaged in the development and exploration of its mineral interests in Namibia. It holds interest in Otavi Mountain Land project located in northern Namibia, in southern Africa. The Otavi Mountain Land project includes two granted tenements: EPL 3540 and EPL 3542. Its exploration is focused on the area to the east of the Kombat mine around the Guchab Mining Centre. It holds interest in zinc-lead and copper targets on Kombat Corridors under the Otavi Mountain Land project. The Kombat Corridor is the 40 kilometer long lineament of copper mineralization extending east west. It focuses on copper exploration at the Guchab South Prospect. The Company also holds interest in Beacon Gold Project.",2021-02-12,0.01,0.02,0,0.01,0,19222084,0,13.46,0.5,-16.43,0,0,0.02,7.27,1120,-0.32,1680,14.07,0,0,-3007.11,-45.9,-6.05
"538","SO4.AX","Salt Lake Potash Limited","Salt Lake Potash Limited, formerly Wildhorse Energy Limited, is a mineral exploration company. The Company's principal activities include exploration and development of resource projects. Its segments include United States of America and Australia Potash. It holds a range of salt lake brine projects (Projects) in Western Australia, South Australia and the Northern Territory. Its primary focus is the advancement of the Lake Wells' Project, which is located approximately 80 kilometers north of the Great Central Road and over 180 kilometers northeast of Laverton in the West Australian Goldfields. The Project consists of over 1,130 square kilometers of exploration licenses, covering the Lake Wells Playa and the area immediately contiguous to the Lake. It also holds exploration licenses or applications covering all or parts of Lake Irwin and Lake Minigwal and Lake Ballard in Western Australia; Lake Lewis in the Northern Territory, and Lake Macfarlane and Island Lagoon in South Australia.",2021-02-12,0.46,0.64,0.3,0.5,0,1498637,0,349.85,2.83,-6.49,0.02,116.94,0.17,230.39,308.76,-88.22,736.53,12.94,0,0,-745.82,168,-42.06
"539","SFR.AX","Sandfire Resources Limited","Sandfire Resources Limited, formerly Sandfire Resources NL, is an Australia-based mining and exploration company. The Company’s flagship DeGrussa Copper-Gold Mine is located approximately 900 kilometer (km) north-east of Perth in Western Australia. The DeGrussa Project produces copper concentrate and copper grade with notable gold and silver credits. It also holds the T3 Copper-Silver Project, which is a copper exploration and development assets in Botswana. T3 Copper-Silver Project covers approximately 11,700 km square in the Kalahari Copper Belt. Through joint ventures and farm-in agreements, it also holds various projects, such as Greater Doolgunna Project, Morck Well Project, Peak Hill Project, Enterprise Project, Bryah Project, Springfield Project and Cheroona Project.",2021-02-12,5,5.98,2.75,4.85,0,1210225,12.17,930.47,1.24,1.94,1.63,1.66,4.2,629.85,166.84,139.8,178.25,8.63,3.73,11.27,19.02,7.8,10.67
"540","SFM.AX","Santa Fe Minerals Ltd","Santa Fe Minerals Ltd, formerly Eza Corporation Ltd, is an Australia-based mining and exploration company. The Company is focused on precious metals with a bias towards gold exploration and development. The Company's Challa Projects comprise of a portfolio of mineral exploration licenses and a mineral exploration license application located in the Murchison District of Western Australia. The Challa Projects include of the Challa North Project (Challa North) and the Challa South Project (Challa South), a total area 1,757 kilometer square lying between the historic gold mining centres of MT Magnet and Sandstone in Western Australia (together, the Challa Projects). Challa North is prospective for gold and covers the northern part of the Windimurra Layered Igneous Complex (LIC). Challa South is prospective for nickel and other base metals. It covers the southern part of the Narndee LIC and surrounding supracrustal greenstone sequences.",2021-02-12,0.1,0.15,0.05,0.09,0,22484,0,7.65,1.62,-5.44,0.06,0,0.06,5.07,18.46,-0.48,72.82,76.69,0,0,-1074.15,2.2,-18.71
"541","SMI.AX","Santana Minerals","Santana Minerals Ltd is an Australia-based nickel and precious metals explorer. The Company is focused on the Sayabouly Project in Laos which contains the Phu Lon Nickel Prospect. Its projects also include its interests in the Cuitaboca Project and the Becker Gold project. The Cuitaboca Project is located in the state of Sinaloa, Mexico, approximately 100 kilometer (km) north east (NE) of the city of Los Mochis and 80km NE of the city of Guasave. The Becker Project is located approximately 210 km south of Santiago and 40 km west of Talca in Chile’s Region VII.",2021-02-12,0.15,0.35,0,0.19,0,105168,0,18.82,0.74,-3.58,0.02,0,0.22,5.11,20.91,-2.56,114.03,31.27,0,0,0,0,-21.73
"542","SAR.AX","Saracen Mineral Holdings",NA,2021-02-12,4.69,6.75,2.82,5.34,0,8789126,21.71,5173,3.04,9.78,0.38,23.27,1.54,5170,1060,177.61,1110,4.61,0,19.04,31.17,46.8,15.42
"543","STN.AX","Saturn Metals Limited","Saturn Metals Limited is an Australia-based gold exploration company. The Company’s projects include Apollo Hill Project and West Wyalong Project. Apollo Hill Project comprises approximately 20 gold exploration and prospecting licenses (approximately 1,000 square kilometers of ground), two mining leases and two water exploration leases. The West Wyalong Project is located approximately 125 kilometers north of Wagga Wagga and consists of over 91 square kilometers brownfield exploration tenement (EL8815). EL8815 encompasses both the West Wyalong Gold Field and the smaller Hiawatha Gold Field to the north.",2021-02-12,0.43,0.94,0.28,0.71,0,197833,0,46.1,2.16,-22.14,0.06,0,0.2,32.69,66.56,-4.85,108.47,26.28,0,0,-3002.08,-6.4,-10.55
"544","SYA.AX","Sayona Mining","Sayona Mining Limited is a resource company, which is engaged in identification, acquisition and evaluation of mineral exploration assets, focusing on lithium and graphite. The Company's geographical segments include Australia and Overseas. It holds interest in the East Kimberley project, which is located within the East Kimberley region of Western Australia, approximately 240 kilometers south of Wyndham Port and over 220 kilometers south-south-west of the regional center, Kununurra. It has an option-to-purchase contract for Itabela graphite project in Brazil. It undertakes exploration activity on a range of projects, including Cooglegong project; approximately two lithium project areas covering a total over 1,065 square kilometers in Western Australia; Pilbara Lithium project in Pilgangoora district; Tabba Tabba project, which is located north of Pilgangoora; Red rock project, which is located to the east of Tabba Tabba, and Friendly Creek and West Wodgina.",2021-02-12,0.04,0.06,0.01,0.01,0,50883437,0,113.21,4.62,-31.89,0,0.3,0.01,108.7,2140,-0.64,3740,28.26,0,0,-1283.35,3449.7,-22
"545","SDV.AX","SciDev Limited","SciDev Ltd, formerly Intec Ltd, develops, manufactures and supplies coagulants and flocculants for wastewater treatment and sludge dewatering. The Company serves customers in the dairy, food, unconventional gas, quarrying, coal and metalliferous mining industries. The Company focuses on the Industrial Internet of Things technology through the installation of OptiFlox Systems. OptiFlox System provides real time, cloud-based, chemical dosing unit for use in coal preparation plants, dairy processing facilities and sewage treatment plants. It operates under DairyFlox, BioFlox, MaxiFlox and OptiFlox brand names. MaxiFlox is designed for the treatment of wastewater treatment in the quarrying and metalliferous mining sectors. DairyFlox is used in dairy processing business. BioFlox includes a range of polymers.",2021-02-12,0.72,0.95,0.25,0.74,0,249320,0,107.25,4.32,-127.58,0.05,5.69,0.16,100.74,108.13,-2.08,153.22,27.2,0,-0.85,-3.64,199.6,-1.49
